,date,pretty_date,imo,jwu,description,year,month,day,day_int,imo_lat,imo_lon,jwu_lat,jwu_lon,distance,log_distance
670,14-10-2020,"Wed, Oct 14, 20",Bowdoin,Bowdoin,"""study date""",2020,10,14,20201014,42.2675485,-71.8079469,42.2675485,-71.8079469,0.0,0.0
671,13-10-2020,"Tue, Oct 13, 20",Bowdoin,Beechmont,new gfs,2020,10,13,20201013,42.2675485,-71.8079469,42.2747211,-71.81852,0.734061382482941,0.5504662770875983
672,12-10-2020,"Mon, Oct 12, 20",Bowdoin,Beechmont,new gfs,2020,10,12,20201012,42.2675485,-71.8079469,42.2747211,-71.81852,0.734061382482941,0.5504662770875983
673,11-10-2020,"Sun, Oct 11, 20",Bowdoin,Beechmont,new gfs,2020,10,11,20201011,42.2675485,-71.8079469,42.2747211,-71.81852,0.734061382482941,0.5504662770875983
674,10-10-2020,"Sat, Oct 10, 20",Bowdoin,Bowdoin,cuddles at bowdoin <3,2020,10,10,20201010,42.2675485,-71.8079469,42.2675485,-71.8079469,0.0,0.0
675,09-10-2020,"Fri, Oct 9, 20",Bowdoin,Beechmont,new gfs,2020,10,9,20201009,42.2675485,-71.8079469,42.2747211,-71.81852,0.734061382482941,0.5504662770875983
676,08-10-2020,"Thu, Oct 8, 20",Bowdoin,Bowdoin,dye jyalus hair,2020,10,8,20201008,42.2675485,-71.8079469,42.2675485,-71.8079469,0.0,0.0
677,07-10-2020,"Wed, Oct 7, 20",Bowdoin,Beechmont,new gfs,2020,10,7,20201007,42.2675485,-71.8079469,42.2747211,-71.81852,0.734061382482941,0.5504662770875983
678,06-10-2020,"Tue, Oct 6, 20",Bowdoin,Beechmont,leezard takes clover sailing,2020,10,6,20201006,42.2675485,-71.8079469,42.2747211,-71.81852,0.734061382482941,0.5504662770875983
679,05-10-2020,"Mon, Oct 5, 20",Bowdoin,Beechmont,ballroom at beechmont,2020,10,5,20201005,42.2675485,-71.8079469,42.2747211,-71.81852,0.734061382482941,0.5504662770875983
680,04-10-2020,"Sun, Oct 4, 20",Bowdoin,Beechmont,new gfs,2020,10,4,20201004,42.2675485,-71.8079469,42.2747211,-71.81852,0.734061382482941,0.5504662770875983
681,03-10-2020,"Sat, Oct 3, 20",Bowdoin,Bowdoin,green hill park picnic = first maccherooni,2020,10,3,20201003,42.2675485,-71.8079469,42.2675485,-71.8079469,0.0,0.0
682,02-10-2020,"Fri, Oct 2, 20",Bowdoin,Beechmont,new gfs,2020,10,2,20201002,42.2675485,-71.8079469,42.2747211,-71.81852,0.734061382482941,0.5504662770875983
683,01-10-2020,"Thu, Oct 1, 20",Bowdoin,Beechmont,new gfs,2020,10,1,20201001,42.2675485,-71.8079469,42.2747211,-71.81852,0.734061382482941,0.5504662770875983
684,30-09-2020,"Wed, Sep 30, 20",Bowdoin,Beechmont,morning pancakes date,2020,9,30,20200930,42.2675485,-71.8079469,42.2747211,-71.81852,0.734061382482941,0.5504662770875983
685,29-09-2020,"Tue, Sep 29, 20",Bowdoin,Beechmont,new gfs,2020,9,29,20200929,42.2675485,-71.8079469,42.2747211,-71.81852,0.734061382482941,0.5504662770875983
686,28-09-2020,"Mon, Sep 28, 20",Bowdoin,Beechmont,new gfs,2020,9,28,20200928,42.2675485,-71.8079469,42.2747211,-71.81852,0.734061382482941,0.5504662770875983
687,27-09-2020,"Sun, Sep 27, 20",Bowdoin,Bowdoin,the first cuddles,2020,9,27,20200927,42.2675485,-71.8079469,42.2675485,-71.8079469,0.0,0.0
688,26-09-2020,"Sat, Sep 26, 20",Bowdoin,Beechmont,new gfs,2020,9,26,20200926,42.2675485,-71.8079469,42.2747211,-71.81852,0.734061382482941,0.5504662770875983
689,25-09-2020,"Fri, Sep 25, 20",Bowdoin,Beechmont,new gfs,2020,9,25,20200925,42.2675485,-71.8079469,42.2747211,-71.81852,0.734061382482941,0.5504662770875983
690,24-09-2020,"Thu, Sep 24, 20",Bowdoin,Beechmont,first ldg date: feminist botanical drawing,2020,9,24,20200924,42.2675485,-71.8079469,42.2747211,-71.81852,0.734061382482941,0.5504662770875983
691,23-09-2020,"Wed, Sep 23, 20",Bowdoin,Beechmont,sewing + kdrama date,2020,9,23,20200923,42.2675485,-71.8079469,42.2747211,-71.81852,0.734061382482941,0.5504662770875983
692,22-09-2020,"Tue, Sep 22, 20",Bowdoin,Beechmont,new gfs,2020,9,22,20200922,42.2675485,-71.8079469,42.2747211,-71.81852,0.734061382482941,0.5504662770875983
693,21-09-2020,"Mon, Sep 21, 20",Bowdoin,Beechmont,movies date,2020,9,21,20200921,42.2675485,-71.8079469,42.2747211,-71.81852,0.734061382482941,0.5504662770875983
694,20-09-2020,"Sun, Sep 20, 20",Bowdoin,Beechmont,new gfs,2020,9,20,20200920,42.2675485,-71.8079469,42.2747211,-71.81852,0.734061382482941,0.5504662770875983
695,19-09-2020,"Sat, Sep 19, 20",Bowdoin,Beechmont,alpaca date,2020,9,19,20200919,42.2675485,-71.8079469,42.2747211,-71.81852,0.734061382482941,0.5504662770875983
696,18-09-2020,"Fri, Sep 18, 20",Bowdoin,Beechmont,new gfs,2020,9,18,20200918,42.2675485,-71.8079469,42.2747211,-71.81852,0.734061382482941,0.5504662770875983
697,17-09-2020,"Thu, Sep 17, 20",Bowdoin,Beechmont,boba date,2020,9,17,20200917,42.2675485,-71.8079469,42.2747211,-71.81852,0.734061382482941,0.5504662770875983
698,16-09-2020,"Wed, Sep 16, 20",Bowdoin,Beechmont,new gfs,2020,9,16,20200916,42.2675485,-71.8079469,42.2747211,-71.81852,0.734061382482941,0.5504662770875983
699,15-09-2020,"Tue, Sep 15, 20",Bowdoin,Beechmont,new gfs,2020,9,15,20200915,42.2675485,-71.8079469,42.2747211,-71.81852,0.734061382482941,0.5504662770875983
700,14-09-2020,"Mon, Sep 14, 20",Beechmont,Beechmont,the first sleepover,2020,9,14,20200914,42.2747211,-71.81852,42.2747211,-71.81852,0.0,0.0
