date,imo,jwu,description,year,month,day
"Thu, Mar 11, 21",Bowdoin,Bowdoin,,2021,3,11
"Wed, Mar 10, 21",Bowdoin,Beechmont,,2021,3,10
"Tue, Mar 9, 21",Bowdoin,Beechmont,,2021,3,9
"Mon, Mar 8, 21",Bowdoin,Bowdoin,,2021,3,8
"Sun, Mar 7, 21",Bowdoin,Bowdoin,,2021,3,7
"Sat, Mar 6, 21",Bowdoin,Bowdoin,,2021,3,6
"Fri, Mar 5, 21",Bowdoin,Beechmont,,2021,3,5
"Thu, Mar 4, 21",Bowdoin,Beechmont,,2021,3,4
"Wed, Mar 3, 21",Bowdoin,Beechmont,,2021,3,3
"Tue, Mar 2, 21",Bowdoin,Bowdoin,,2021,3,2
"Mon, Mar 1, 21",Bowdoin,Bowdoin,,2021,3,1
"Sun, Feb 28, 21",Bowdoin,Bowdoin,,2021,2,28
"Sat, Feb 27, 21",Bowdoin,Beechmont,,2021,2,27
"Fri, Feb 26, 21",Bowdoin,Beechmont,,2021,2,26
"Thu, Feb 25, 21",Bowdoin,Bowdoin,,2021,2,25
"Wed, Feb 24, 21",Bowdoin,Bowdoin,,2021,2,24
"Tue, Feb 23, 21",Bowdoin,Bowdoin,,2021,2,23
"Mon, Feb 22, 21",Bowdoin,Beechmont,,2021,2,22
"Sun, Feb 21, 21",Bowdoin,Beechmont,,2021,2,21
"Sat, Feb 20, 21",Bowdoin,Bowdoin,,2021,2,20
"Fri, Feb 19, 21",Bowdoin,Bowdoin,,2021,2,19
"Thu, Feb 18, 21",Bowdoin,Bowdoin,,2021,2,18
"Wed, Feb 17, 21",Bowdoin,Beechmont,,2021,2,17
"Tue, Feb 16, 21",Bowdoin,Beechmont,,2021,2,16
"Mon, Feb 15, 21",Bowdoin,Bowdoin,,2021,2,15
"Sun, Feb 14, 21",Bowdoin,Bowdoin,,2021,2,14
"Sat, Feb 13, 21",Bowdoin,Bowdoin,,2021,2,13
"Fri, Feb 12, 21",Bowdoin,Bowdoin,,2021,2,12
"Thu, Feb 11, 21",Bowdoin,Beechmont,,2021,2,11
"Wed, Feb 10, 21",Bowdoin,Bowdoin,,2021,2,10
"Tue, Feb 9, 21",Bowdoin,Bowdoin,,2021,2,9
"Mon, Feb 8, 21",Bowdoin,Beechmont,,2021,2,8
"Sun, Feb 7, 21",Bowdoin,Bowdoin,,2021,2,7
"Sat, Feb 6, 21",Bowdoin,Bowdoin,,2021,2,6
"Fri, Feb 5, 21",Bowdoin,Beechmont,,2021,2,5
"Thu, Feb 4, 21",Bowdoin,Beechmont,,2021,2,4
"Wed, Feb 3, 21",Bowdoin,Bowdoin,,2021,2,3
"Tue, Feb 2, 21",Bowdoin,Bowdoin,,2021,2,2
"Mon, Feb 1, 21",Bowdoin,Beechmont,,2021,2,1
"Sun, Jan 31, 21",Bowdoin,Beechmont,,2021,1,31
"Sat, Jan 30, 21",Bowdoin,Beechmont,,2021,1,30
"Fri, Jan 29, 21",Bowdoin,Bowdoin,,2021,1,29
"Thu, Jan 28, 21",Bowdoin,Bowdoin,,2021,1,28
"Wed, Jan 27, 21",Bowdoin,Beechmont,,2021,1,27
"Tue, Jan 26, 21",Bowdoin,Beechmont,,2021,1,26
"Mon, Jan 25, 21",Bowdoin,Bowdoin,,2021,1,25
"Sun, Jan 24, 21",Bowdoin,Bowdoin,,2021,1,24
"Sat, Jan 23, 21",Bowdoin,Beechmont,,2021,1,23
"Fri, Jan 22, 21",Bowdoin,Beechmont,,2021,1,22
"Thu, Jan 21, 21",Bowdoin,Bowdoin,,2021,1,21
"Wed, Jan 20, 21",Bowdoin,Bowdoin,,2021,1,20
"Tue, Jan 19, 21",Bowdoin,Bowdoin,,2021,1,19
"Mon, Jan 18, 21",Bowdoin,Beechmont,,2021,1,18
"Sun, Jan 17, 21",Bowdoin,Beechmont,,2021,1,17
"Sat, Jan 16, 21",Bowdoin,Beechmont,,2021,1,16
"Fri, Jan 15, 21",Bowdoin,Beechmont,,2021,1,15
"Thu, Jan 14, 21",Bowdoin,Bowdoin,,2021,1,14
"Wed, Jan 13, 21",Bowdoin,Bowdoin,,2021,1,13
"Tue, Jan 12, 21",Bowdoin,Bowdoin,,2021,1,12
"Mon, Jan 11, 21",Bowdoin,Beechmont,,2021,1,11
"Sun, Jan 10, 21",Bowdoin,Beechmont,,2021,1,10
"Sat, Jan 9, 21",Bowdoin,Beechmont,,2021,1,9
"Fri, Jan 8, 21",Bowdoin,Beechmont,,2021,1,8
"Thu, Jan 7, 21",Bowdoin,Beechmont,,2021,1,7
"Wed, Jan 6, 21",Bowdoin,Beechmont,,2021,1,6
"Tue, Jan 5, 21",Bowdoin,Beechmont,,2021,1,5
"Mon, Jan 4, 21",Bowdoin,Beechmont,,2021,1,4
"Sun, Jan 3, 21",Bowdoin,Beechmont,,2021,1,3
"Sat, Jan 2, 21",Bowdoin,Beechmont,,2021,1,2
"Fri, Jan 1, 21",Bowdoin,Beechmont,,2021,1,1
"Thu, Dec 31, 20",Bowdoin,Beechmont,,2020,12,31
"Wed, Dec 30, 20",Bowdoin,Beechmont,,2020,12,30
"Tue, Dec 29, 20",Bowdoin,Beechmont,,2020,12,29
"Mon, Dec 28, 20",Bowdoin,Beechmont,,2020,12,28
"Sun, Dec 27, 20",Bowdoin,Beechmont,,2020,12,27
"Sat, Dec 26, 20",Bowdoin,Beechmont,,2020,12,26
"Fri, Dec 25, 20",Bowdoin,Beechmont,,2020,12,25
"Thu, Dec 24, 20",Bowdoin,Beechmont,,2020,12,24
"Wed, Dec 23, 20",Bowdoin,Beechmont,,2020,12,23
"Tue, Dec 22, 20",Bowdoin,Beechmont,,2020,12,22
"Mon, Dec 21, 20",Bowdoin,Beechmont,,2020,12,21
"Sun, Dec 20, 20",Bowdoin,Beechmont,,2020,12,20
"Sat, Dec 19, 20",Bowdoin,Beechmont,,2020,12,19
"Fri, Dec 18, 20",Bowdoin,Beechmont,,2020,12,18
"Thu, Dec 17, 20",Bowdoin,Beechmont,,2020,12,17
"Wed, Dec 16, 20",Bowdoin,Beechmont,,2020,12,16
"Tue, Dec 15, 20",Bowdoin,Beechmont,,2020,12,15
"Mon, Dec 14, 20",Bowdoin,Beechmont,,2020,12,14
"Sun, Dec 13, 20",Bowdoin,Beechmont,,2020,12,13
"Sat, Dec 12, 20",Bowdoin,Beechmont,,2020,12,12
"Fri, Dec 11, 20",Bowdoin,Beechmont,,2020,12,11
"Thu, Dec 10, 20",Bowdoin,Beechmont,,2020,12,10
"Wed, Dec 9, 20",Bowdoin,Beechmont,,2020,12,9
"Tue, Dec 8, 20",Bowdoin,Beechmont,,2020,12,8
"Mon, Dec 7, 20",Bowdoin,Bowdoin,,2020,12,7
"Sun, Dec 6, 20",Bowdoin,Bowdoin,,2020,12,6
"Sat, Dec 5, 20",Bowdoin,Bowdoin,,2020,12,5
"Fri, Dec 4, 20",Bowdoin,Beechmont,,2020,12,4
"Thu, Dec 3, 20",Bowdoin,Beechmont,,2020,12,3
"Wed, Dec 2, 20",Bowdoin,Bowdoin,,2020,12,2
"Tue, Dec 1, 20",Bowdoin,Bowdoin,,2020,12,1
"Mon, Nov 30, 20",Bowdoin,Bowdoin,,2020,11,30
"Sun, Nov 29, 20",Bowdoin,Beechmont,,2020,11,29
"Sat, Nov 28, 20",Bowdoin,Beechmont,,2020,11,28
"Fri, Nov 27, 20",Bowdoin,Bowdoin,,2020,11,27
"Thu, Nov 26, 20",Bowdoin,Bowdoin,,2020,11,26
"Wed, Nov 25, 20",Bowdoin,Bowdoin,,2020,11,25
"Tue, Nov 24, 20",Bowdoin,Beechmont,,2020,11,24
"Mon, Nov 23, 20",Bowdoin,Beechmont,,2020,11,23
"Sun, Nov 22, 20",Bowdoin,Beechmont,,2020,11,22
"Sat, Nov 21, 20",Bowdoin,Beechmont,,2020,11,21
"Fri, Nov 20, 20",Bowdoin,Beechmont,,2020,11,20
"Thu, Nov 19, 20",Bowdoin,Beechmont,,2020,11,19
"Wed, Nov 18, 20",Bowdoin,Beechmont,,2020,11,18
"Tue, Nov 17, 20",Bowdoin,Beechmont,,2020,11,17
"Mon, Nov 16, 20",Bowdoin,Beechmont,,2020,11,16
"Sun, Nov 15, 20",Bowdoin,Beechmont,,2020,11,15
"Sat, Nov 14, 20",Bowdoin,Beechmont,,2020,11,14
"Fri, Nov 13, 20",Bowdoin,Beechmont,,2020,11,13
"Thu, Nov 12, 20",Bowdoin,Beechmont,,2020,11,12
"Wed, Nov 11, 20",Bowdoin,Beechmont,,2020,11,11
"Tue, Nov 10, 20",Bowdoin,Beechmont,,2020,11,10
"Mon, Nov 9, 20",Bowdoin,Beechmont,,2020,11,9
"Sun, Nov 8, 20",Bowdoin,Beechmont,,2020,11,8
"Sat, Nov 7, 20",Bowdoin,Beechmont,,2020,11,7
"Fri, Nov 6, 20",Bowdoin,Beechmont,,2020,11,6
"Thu, Nov 5, 20",Bowdoin,Beechmont,,2020,11,5
"Wed, Nov 4, 20",Bowdoin,Beechmont,,2020,11,4
"Tue, Nov 3, 20",Bowdoin,Beechmont,,2020,11,3
"Mon, Nov 2, 20",Bowdoin,Beechmont,,2020,11,2
"Sun, Nov 1, 20",Bowdoin,Beechmont,,2020,11,1
"Sat, Oct 31, 20",Bowdoin,Beechmont,,2020,10,31
"Fri, Oct 30, 20",Bowdoin,Beechmont,,2020,10,30
"Thu, Oct 29, 20",Bowdoin,Beechmont,,2020,10,29
"Wed, Oct 28, 20",Bowdoin,Beechmont,,2020,10,28
"Tue, Oct 27, 20",Bowdoin,Beechmont,,2020,10,27
"Mon, Oct 26, 20",Bowdoin,Beechmont,,2020,10,26
"Sun, Oct 25, 20",Bowdoin,Beechmont,,2020,10,25
"Sat, Oct 24, 20",Bowdoin,Beechmont,,2020,10,24
"Fri, Oct 23, 20",Bowdoin,Beechmont,,2020,10,23
"Thu, Oct 22, 20",Bowdoin,Beechmont,,2020,10,22
"Wed, Oct 21, 20",Bowdoin,Beechmont,,2020,10,21
"Tue, Oct 20, 20",Bowdoin,Beechmont,,2020,10,20
"Mon, Oct 19, 20",Bowdoin,Beechmont,,2020,10,19
"Sun, Oct 18, 20",Bowdoin,Beechmont,,2020,10,18
"Sat, Oct 17, 20",Bowdoin,Beechmont,,2020,10,17
"Fri, Oct 16, 20",Bowdoin,Beechmont,,2020,10,16
"Thu, Oct 15, 20",Bowdoin,Beechmont,,2020,10,15
"Wed, Oct 14, 20",Bowdoin,Beechmont,,2020,10,14
"Tue, Oct 13, 20",Bowdoin,Beechmont,,2020,10,13
"Mon, Oct 12, 20",Bowdoin,Beechmont,,2020,10,12
"Sun, Oct 11, 20",Bowdoin,Beechmont,,2020,10,11
"Sat, Oct 10, 20",Bowdoin,Beechmont,,2020,10,10
"Fri, Oct 9, 20",Bowdoin,Beechmont,,2020,10,9
"Thu, Oct 8, 20",Bowdoin,Beechmont,,2020,10,8
"Wed, Oct 7, 20",Bowdoin,Beechmont,,2020,10,7
"Tue, Oct 6, 20",Bowdoin,Beechmont,,2020,10,6
"Mon, Oct 5, 20",Bowdoin,Beechmont,,2020,10,5
"Sun, Oct 4, 20",Bowdoin,Beechmont,,2020,10,4
"Sat, Oct 3, 20",Bowdoin,Beechmont,,2020,10,3
"Fri, Oct 2, 20",Bowdoin,Beechmont,,2020,10,2
"Thu, Oct 1, 20",Bowdoin,Beechmont,,2020,10,1
"Wed, Sep 30, 20",Bowdoin,Beechmont,,2020,9,30
"Tue, Sep 29, 20",Bowdoin,Beechmont,,2020,9,29
"Mon, Sep 28, 20",Bowdoin,Beechmont,,2020,9,28
"Sun, Sep 27, 20",Bowdoin,Beechmont,,2020,9,27
"Sat, Sep 26, 20",Bowdoin,Beechmont,,2020,9,26
"Fri, Sep 25, 20",Bowdoin,Beechmont,,2020,9,25
"Thu, Sep 24, 20",Bowdoin,Beechmont,,2020,9,24
"Wed, Sep 23, 20",Bowdoin,Beechmont,,2020,9,23
"Tue, Sep 22, 20",Bowdoin,Beechmont,,2020,9,22
"Mon, Sep 21, 20",Bowdoin,Beechmont,,2020,9,21
"Sun, Sep 20, 20",Bowdoin,Beechmont,,2020,9,20
"Sat, Sep 19, 20",Bowdoin,Beechmont,,2020,9,19
"Fri, Sep 18, 20",Bowdoin,Beechmont,,2020,9,18
"Thu, Sep 17, 20",Bowdoin,Beechmont,,2020,9,17
"Wed, Sep 16, 20",Bowdoin,Beechmont,,2020,9,16
"Tue, Sep 15, 20",Bowdoin,Beechmont,,2020,9,15
"Mon, Sep 14, 20",Beechmont,Beechmont,the first sleepover,2020,9,14
"Sun, Sep 13, 20",Bowdoin,Beechmont,,2020,9,13
"Sat, Sep 12, 20",Bowdoin,Beechmont,,2020,9,12
"Fri, Sep 11, 20",Bowdoin,Beechmont,,2020,9,11
"Thu, Sep 10, 20",Bowdoin,Beechmont,,2020,9,10
"Wed, Sep 9, 20",Bowdoin,Beechmont,,2020,9,9
"Tue, Sep 8, 20",Bowdoin,Beechmont,,2020,9,8
"Mon, Sep 7, 20",Bowdoin,Beechmont,,2020,9,7
"Sun, Sep 6, 20",Bowdoin,Beechmont,,2020,9,6
"Sat, Sep 5, 20",Bowdoin,Beechmont,,2020,9,5
"Fri, Sep 4, 20",Bowdoin,Beechmont,,2020,9,4
"Thu, Sep 3, 20",Bowdoin,Beechmont,,2020,9,3
"Wed, Sep 2, 20",Bowdoin,Beechmont,,2020,9,2
"Tue, Sep 1, 20",Bowdoin,Beechmont,,2020,9,1
"Mon, Aug 31, 20",Bowdoin,Beechmont,,2020,8,31
"Sun, Aug 30, 20",Bowdoin,Beechmont,,2020,8,30
"Sat, Aug 29, 20",Bowdoin,Beechmont,,2020,8,29
"Fri, Aug 28, 20",Bowdoin,Beechmont,,2020,8,28
"Thu, Aug 27, 20",Bowdoin,Beechmont,,2020,8,27
"Wed, Aug 26, 20",Bowdoin,Beechmont,,2020,8,26
"Tue, Aug 25, 20",Bowdoin,Beechmont,,2020,8,25
"Mon, Aug 24, 20",Bowdoin,Beechmont,,2020,8,24
"Sun, Aug 23, 20",Bowdoin,Beechmont,,2020,8,23
"Sat, Aug 22, 20",Bowdoin,Beechmont,,2020,8,22
"Fri, Aug 21, 20",Bowdoin,Beechmont,,2020,8,21
"Thu, Aug 20, 20",Bowdoin,Beechmont,,2020,8,20
"Wed, Aug 19, 20",Bowdoin,Beechmont,,2020,8,19
"Tue, Aug 18, 20",Bowdoin,Beechmont,,2020,8,18
"Mon, Aug 17, 20",Bowdoin,Beechmont,,2020,8,17
"Sun, Aug 16, 20",Bowdoin,Beechmont,,2020,8,16
"Sat, Aug 15, 20",Bowdoin,Beechmont,,2020,8,15
"Fri, Aug 14, 20",Bowdoin,Sharon,,2020,8,14
"Thu, Aug 13, 20",Bowdoin,Sharon,,2020,8,13
"Wed, Aug 12, 20",Bowdoin,Sharon,,2020,8,12
"Tue, Aug 11, 20",Bowdoin,Sharon,,2020,8,11
"Mon, Aug 10, 20",Bowdoin,Sharon,,2020,8,10
"Sun, Aug 9, 20",Bowdoin,Sharon,,2020,8,9
"Sat, Aug 8, 20",Bowdoin,Sharon,,2020,8,8
"Fri, Aug 7, 20",Bowdoin,Sharon,,2020,8,7
"Thu, Aug 6, 20",Bowdoin,Sharon,,2020,8,6
"Wed, Aug 5, 20",Bowdoin,Sharon,,2020,8,5
"Tue, Aug 4, 20",Bowdoin,Sharon,,2020,8,4
"Mon, Aug 3, 20",Bowdoin,Sharon,,2020,8,3
"Sun, Aug 2, 20",Portsmouth,Sharon,,2020,8,2
"Sat, Aug 1, 20",Portsmouth,Sharon,,2020,8,1
"Fri, Jul 31, 20",Portsmouth,Sharon,,2020,7,31
"Thu, Jul 30, 20",Portsmouth,Sharon,,2020,7,30
"Wed, Jul 29, 20",Portsmouth,Sharon,,2020,7,29
"Tue, Jul 28, 20",Portsmouth,Sharon,,2020,7,28
"Mon, Jul 27, 20",Portsmouth,Sharon,,2020,7,27
"Sun, Jul 26, 20",Portsmouth,Sharon,,2020,7,26
"Sat, Jul 25, 20",Portsmouth,Sharon,,2020,7,25
"Fri, Jul 24, 20",Portsmouth,Sharon,,2020,7,24
"Thu, Jul 23, 20",Portsmouth,Sharon,,2020,7,23
"Wed, Jul 22, 20",Portsmouth,Sharon,,2020,7,22
"Tue, Jul 21, 20",Portsmouth,Sharon,,2020,7,21
"Mon, Jul 20, 20",Portsmouth,Sharon,,2020,7,20
"Sun, Jul 19, 20",Portsmouth,Sharon,,2020,7,19
"Sat, Jul 18, 20",Portsmouth,Sharon,,2020,7,18
"Fri, Jul 17, 20",Portsmouth,Sharon,,2020,7,17
"Thu, Jul 16, 20",Portsmouth,Sharon,,2020,7,16
"Wed, Jul 15, 20",Portsmouth,Sharon,,2020,7,15
"Tue, Jul 14, 20",Portsmouth,Sharon,,2020,7,14
"Mon, Jul 13, 20",Portsmouth,Sharon,,2020,7,13
"Sun, Jul 12, 20",Portsmouth,Sharon,,2020,7,12
"Sat, Jul 11, 20",Portsmouth,Sharon,,2020,7,11
"Fri, Jul 10, 20",Portsmouth,Sharon,,2020,7,10
"Thu, Jul 9, 20",Portsmouth,Sharon,,2020,7,9
"Wed, Jul 8, 20",Portsmouth,Sharon,,2020,7,8
"Tue, Jul 7, 20",Portsmouth,Sharon,,2020,7,7
"Mon, Jul 6, 20",Portsmouth,Sharon,,2020,7,6
"Sun, Jul 5, 20",Portsmouth,Sharon,,2020,7,5
"Sat, Jul 4, 20",Portsmouth,Sharon,,2020,7,4
"Fri, Jul 3, 20",Portsmouth,Sharon,,2020,7,3
"Thu, Jul 2, 20",Portsmouth,Sharon,,2020,7,2
"Wed, Jul 1, 20",Portsmouth,Sharon,,2020,7,1
"Tue, Jun 30, 20",Portsmouth,Sharon,,2020,6,30
"Mon, Jun 29, 20",Portsmouth,Sharon,,2020,6,29
"Sun, Jun 28, 20",Portsmouth,Sharon,,2020,6,28
"Sat, Jun 27, 20",Portsmouth,Sharon,,2020,6,27
"Fri, Jun 26, 20",Portsmouth,Sharon,,2020,6,26
"Thu, Jun 25, 20",Portsmouth,Sharon,,2020,6,25
"Wed, Jun 24, 20",Portsmouth,Sharon,,2020,6,24
"Tue, Jun 23, 20",Portsmouth,Sharon,,2020,6,23
"Mon, Jun 22, 20",Portsmouth,Sharon,,2020,6,22
"Sun, Jun 21, 20",Portsmouth,Sharon,,2020,6,21
"Sat, Jun 20, 20",Portsmouth,Sharon,,2020,6,20
"Fri, Jun 19, 20",Portsmouth,Sharon,,2020,6,19
"Thu, Jun 18, 20",Portsmouth,Sharon,,2020,6,18
"Wed, Jun 17, 20",Portsmouth,Sharon,,2020,6,17
"Tue, Jun 16, 20",Portsmouth,Sharon,,2020,6,16
"Mon, Jun 15, 20",Portsmouth,Sharon,,2020,6,15
"Sun, Jun 14, 20",Portsmouth,Sharon,,2020,6,14
"Sat, Jun 13, 20",Portsmouth,Sharon,,2020,6,13
"Fri, Jun 12, 20",Portsmouth,Sharon,,2020,6,12
"Thu, Jun 11, 20",Portsmouth,Sharon,,2020,6,11
"Wed, Jun 10, 20",Portsmouth,Sharon,,2020,6,10
"Tue, Jun 9, 20",Portsmouth,Sharon,,2020,6,9
"Mon, Jun 8, 20",Portsmouth,Sharon,,2020,6,8
"Sun, Jun 7, 20",Portsmouth,Sharon,,2020,6,7
"Sat, Jun 6, 20",Portsmouth,Sharon,,2020,6,6
"Fri, Jun 5, 20",Portsmouth,Sharon,,2020,6,5
"Thu, Jun 4, 20",Portsmouth,Sharon,,2020,6,4
"Wed, Jun 3, 20",Portsmouth,Sharon,,2020,6,3
"Tue, Jun 2, 20",Portsmouth,Sharon,,2020,6,2
"Mon, Jun 1, 20",Portsmouth,Sharon,,2020,6,1
"Sun, May 31, 20",Portsmouth,Sharon,,2020,5,31
"Sat, May 30, 20",Portsmouth,Sharon,,2020,5,30
"Fri, May 29, 20",Portsmouth,Sharon,,2020,5,29
"Thu, May 28, 20",Portsmouth,Sharon,,2020,5,28
"Wed, May 27, 20",Portsmouth,Sharon,,2020,5,27
"Tue, May 26, 20",Portsmouth,Sharon,,2020,5,26
"Mon, May 25, 20",Portsmouth,Sharon,,2020,5,25
"Sun, May 24, 20",Portsmouth,Sharon,,2020,5,24
"Sat, May 23, 20",Portsmouth,Sharon,,2020,5,23
"Fri, May 22, 20",Portsmouth,Sharon,,2020,5,22
"Thu, May 21, 20",Portsmouth,Sharon,,2020,5,21
"Wed, May 20, 20",Portsmouth,Sharon,,2020,5,20
"Tue, May 19, 20",Portsmouth,Sharon,,2020,5,19
"Mon, May 18, 20",Portsmouth,Sharon,,2020,5,18
"Sun, May 17, 20",Portsmouth,Sharon,,2020,5,17
"Sat, May 16, 20",Portsmouth,Sharon,,2020,5,16
"Fri, May 15, 20",Portsmouth,Sharon,,2020,5,15
"Thu, May 14, 20",Portsmouth,Sharon,,2020,5,14
"Wed, May 13, 20",Portsmouth,Sharon,,2020,5,13
"Tue, May 12, 20",Portsmouth,Sharon,,2020,5,12
"Mon, May 11, 20",Portsmouth,Sharon,,2020,5,11
"Sun, May 10, 20",Portsmouth,Sharon,,2020,5,10
"Sat, May 9, 20",Portsmouth,Sharon,,2020,5,9
"Fri, May 8, 20",Portsmouth,Sharon,,2020,5,8
"Thu, May 7, 20",Portsmouth,Sharon,,2020,5,7
"Wed, May 6, 20",Portsmouth,Sharon,,2020,5,6
"Tue, May 5, 20",Portsmouth,Sharon,,2020,5,5
"Mon, May 4, 20",Portsmouth,Sharon,,2020,5,4
"Sun, May 3, 20",Portsmouth,Sharon,,2020,5,3
"Sat, May 2, 20",Portsmouth,Sharon,,2020,5,2
"Fri, May 1, 20",Portsmouth,Sharon,,2020,5,1
"Thu, Apr 30, 20",Portsmouth,Sharon,,2020,4,30
"Wed, Apr 29, 20",Portsmouth,Sharon,,2020,4,29
"Tue, Apr 28, 20",Portsmouth,Sharon,,2020,4,28
"Mon, Apr 27, 20",Portsmouth,Sharon,,2020,4,27
"Sun, Apr 26, 20",Portsmouth,Sharon,,2020,4,26
"Sat, Apr 25, 20",Portsmouth,Sharon,,2020,4,25
"Fri, Apr 24, 20",Portsmouth,Sharon,,2020,4,24
"Thu, Apr 23, 20",Portsmouth,Sharon,,2020,4,23
"Wed, Apr 22, 20",Portsmouth,Sharon,,2020,4,22
"Tue, Apr 21, 20",Portsmouth,Sharon,,2020,4,21
"Mon, Apr 20, 20",Portsmouth,Sharon,,2020,4,20
"Sun, Apr 19, 20",Portsmouth,Sharon,,2020,4,19
"Sat, Apr 18, 20",Portsmouth,Sharon,,2020,4,18
"Fri, Apr 17, 20",Portsmouth,Sharon,,2020,4,17
"Thu, Apr 16, 20",Portsmouth,Sharon,,2020,4,16
"Wed, Apr 15, 20",Portsmouth,Sharon,,2020,4,15
"Tue, Apr 14, 20",Portsmouth,Sharon,,2020,4,14
"Mon, Apr 13, 20",Portsmouth,Sharon,,2020,4,13
"Sun, Apr 12, 20",Portsmouth,Sharon,,2020,4,12
"Sat, Apr 11, 20",Portsmouth,Sharon,,2020,4,11
"Fri, Apr 10, 20",Portsmouth,Sharon,,2020,4,10
"Thu, Apr 9, 20",Portsmouth,Sharon,,2020,4,9
"Wed, Apr 8, 20",Portsmouth,Sharon,,2020,4,8
"Tue, Apr 7, 20",Portsmouth,Sharon,,2020,4,7
"Mon, Apr 6, 20",Portsmouth,Sharon,,2020,4,6
"Sun, Apr 5, 20",Portsmouth,Sharon,,2020,4,5
"Sat, Apr 4, 20",Portsmouth,Sharon,verify date,2020,4,4
"Fri, Apr 3, 20",Costa Rica,TO_WRITE,,2020,4,3
"Thu, Apr 2, 20",Costa Rica,TO_WRITE,,2020,4,2
"Wed, Apr 1, 20",Costa Rica,TO_WRITE,,2020,4,1
"Tue, Mar 31, 20",Costa Rica,TO_WRITE,,2020,3,31
"Mon, Mar 30, 20",Costa Rica,TO_WRITE,,2020,3,30
"Sun, Mar 29, 20",Costa Rica,TO_WRITE,,2020,3,29
"Sat, Mar 28, 20",Costa Rica,TO_WRITE,,2020,3,28
"Fri, Mar 27, 20",Costa Rica,TO_WRITE,,2020,3,27
"Thu, Mar 26, 20",Costa Rica,TO_WRITE,,2020,3,26
"Wed, Mar 25, 20",Costa Rica,TO_WRITE,,2020,3,25
"Tue, Mar 24, 20",Costa Rica,TO_WRITE,,2020,3,24
"Mon, Mar 23, 20",Costa Rica,TO_WRITE,,2020,3,23
"Sun, Mar 22, 20",Costa Rica,TO_WRITE,,2020,3,22
"Sat, Mar 21, 20",Costa Rica,TO_WRITE,,2020,3,21
"Fri, Mar 20, 20",Costa Rica,TO_WRITE,,2020,3,20
"Thu, Mar 19, 20",Costa Rica,TO_WRITE,,2020,3,19
"Wed, Mar 18, 20",Costa Rica,TO_WRITE,,2020,3,18
"Tue, Mar 17, 20",Costa Rica,TO_WRITE,,2020,3,17
"Mon, Mar 16, 20",Costa Rica,TO_WRITE,,2020,3,16
"Sun, Mar 15, 20",Costa Rica,TO_WRITE,,2020,3,15
"Sat, Mar 14, 20",Costa Rica,TO_WRITE,,2020,3,14
"Fri, Mar 13, 20",Costa Rica,TO_WRITE,,2020,3,13
"Thu, Mar 12, 20",Costa Rica,TO_WRITE,,2020,3,12
"Wed, Mar 11, 20",Costa Rica,TO_WRITE,,2020,3,11
"Tue, Mar 10, 20",Costa Rica,TO_WRITE,,2020,3,10
"Mon, Mar 9, 20",Costa Rica,TO_WRITE,,2020,3,9
"Sun, Mar 8, 20",Costa Rica,TO_WRITE,,2020,3,8
"Sat, Mar 7, 20",Costa Rica,TO_WRITE,,2020,3,7
"Fri, Mar 6, 20",Costa Rica,TO_WRITE,,2020,3,6
"Thu, Mar 5, 20",Costa Rica,TO_WRITE,,2020,3,5
"Wed, Mar 4, 20",Costa Rica,TO_WRITE,,2020,3,4
"Tue, Mar 3, 20",Costa Rica,TO_WRITE,,2020,3,3
"Mon, Mar 2, 20",Costa Rica,TO_WRITE,,2020,3,2
"Sun, Mar 1, 20",Costa Rica,TO_WRITE,,2020,3,1
"Sat, Feb 29, 20",Costa Rica,TO_WRITE,,2020,2,29
"Fri, Feb 28, 20",Costa Rica,TO_WRITE,,2020,2,28
"Thu, Feb 27, 20",Costa Rica,TO_WRITE,,2020,2,27
"Wed, Feb 26, 20",Costa Rica,TO_WRITE,,2020,2,26
"Tue, Feb 25, 20",Costa Rica,TO_WRITE,,2020,2,25
"Mon, Feb 24, 20",Costa Rica,TO_WRITE,,2020,2,24
"Sun, Feb 23, 20",Costa Rica,TO_WRITE,,2020,2,23
"Sat, Feb 22, 20",Costa Rica,TO_WRITE,,2020,2,22
"Fri, Feb 21, 20",Costa Rica,TO_WRITE,,2020,2,21
"Thu, Feb 20, 20",Costa Rica,TO_WRITE,,2020,2,20
"Wed, Feb 19, 20",Costa Rica,TO_WRITE,,2020,2,19
"Tue, Feb 18, 20",Costa Rica,TO_WRITE,,2020,2,18
"Mon, Feb 17, 20",Costa Rica,TO_WRITE,,2020,2,17
"Sun, Feb 16, 20",Costa Rica,TO_WRITE,,2020,2,16
"Sat, Feb 15, 20",Costa Rica,TO_WRITE,,2020,2,15
"Fri, Feb 14, 20",Costa Rica,TO_WRITE,,2020,2,14
"Thu, Feb 13, 20",Costa Rica,TO_WRITE,,2020,2,13
"Wed, Feb 12, 20",Costa Rica,TO_WRITE,,2020,2,12
"Tue, Feb 11, 20",Costa Rica,TO_WRITE,,2020,2,11
"Mon, Feb 10, 20",Costa Rica,TO_WRITE,,2020,2,10
"Sun, Feb 9, 20",Costa Rica,TO_WRITE,,2020,2,9
"Sat, Feb 8, 20",Costa Rica,TO_WRITE,,2020,2,8
"Fri, Feb 7, 20",Costa Rica,TO_WRITE,,2020,2,7
"Thu, Feb 6, 20",Costa Rica,TO_WRITE,,2020,2,6
